source_type,source,title,url,published_date,company,category,symbol,close,return_20d,return_60d,text,sentiment
news,EconomyNext,"Sri Lanka to raise VAT on financial services to 20,5%; cuts threshold level",,,,,,,,,"Fiscal Sri Lanka to raise VAT on financial services to 20,5%; cuts threshold level Sri Lanka has aimed at ambitious tax revenue targets this year 1 min read",0.932492971420288
news,EconomyNext,"Sri Lanka's Hambantota Port in talks with CMA CGM, Evergreen",,,,,,,,,"Logistics Sri Lanka's Hambantota Port in talks with CMA CGM, Evergreen Amid pressure on shipping routes due to ongoing tensions prompting global carriers to reassess routing strategies. 1 min read",0.0
news,EconomyNext,Maldives President Muizzu arrives in Sri Lanka on two-day state visit,,,,,,,,,International Relations Maldives President Muizzu arrives in Sri Lanka on two-day state visit Several bilateral MoUs are expected to be signed during Muizzu's visit 1 min read,0.0
news,EconomyNext,Sri Lanka’s anti-graft body arrests military personnel over obtaining bribe from retired official,,,,,,,,,Corruption Sri Lanka’s anti-graft body arrests military personnel over obtaining bribe from retired official CIABOC has intensified action against complaints amid criticism from opposition 2 min read,-0.9265419840812684
news,EconomyNext,Sri Lanka-based Regional Centre for Maritime Studies trains 300 officials,,,,,,,,,Defence Sri Lanka-based Regional Centre for Maritime Studies trains 300 officials The RCMS was started to strengthen capacities of civil and military administrations in maritime safety 3 min read,0.0
news,EconomyNext,Stronger AI governance needed as adoption grows: Deloitte Sri Lanka,,,,,,,,,Technology Stronger AI governance needed as adoption grows: Deloitte Sri Lanka Deloitte highlights importance of AI governance as ISO 42001 gains relevance for businesses 3 min read,0.0
news,EconomyNext,Sri Lanka awards Adalimumab syringe tender to India’s Reliance Life Sciences,,,,,,,,,"Health Sri Lanka awards Adalimumab syringe tender to India’s Reliance Life Sciences A 225,000 dollar contract to procure 6,000 pre-filled syringes 2 min read",0.8942844271659851
news,EconomyNext,"Cultus, AWS launch free upskilling drive to tackle Sri Lanka’s job readiness gap",,,,,,,,,"Education Cultus, AWS launch free upskilling drive to tackle Sri Lanka’s job readiness gap In partnership with Amazon Web Services (AWS) 2 min read",0.7542305588722229
news,EconomyNext,Sri Lanka sells extra Rs10bn Treasury bills after auction,,,,,,,,,Bonds & Forex Sri Lanka sells extra Rs10bn Treasury bills after auction Bringing the total of bills sold last week to 136.94 billion rupees. 1 min read,0.0
price_snapshot,CSE tradeSummary,DFCC.N0000 live price,,2026-05-07,Dfcc Bank,,DFCC.N0000,141.0,,,,0.0
price_snapshot,CSE tradeSummary,DIAL.N0000 live price,,2026-05-07,Dialog Axiata,,DIAL.N0000,36.0,,,,0.0
price_snapshot,CSE tradeSummary,HNB.N0000 live price,,2026-05-07,Hatton National Bank,,HNB.N0000,414.25,,,,0.0
price_snapshot,CSE tradeSummary,JKH.N0000 live price,,2026-05-07,John Keells Holdings,,JKH.N0000,20.5,,,,0.0
price_snapshot,CSE tradeSummary,NTB.N0000 live price,,2026-05-07,Nations Trust Bank,,NTB.N0000,317.25,,,,0.0
price_snapshot,CSE tradeSummary,PABC.N0000 live price,,2026-05-07,Pan Asia Bank,,PABC.N0000,54.2,,,,0.0
price_snapshot,CSE tradeSummary,SAMP.N0000 live price,,2026-05-07,Sampath Bank,,SAMP.N0000,148.75,,,,0.0
price_snapshot,CSE tradeSummary,SEYB.N0000 live price,,2026-05-07,Seylan Bank,,SEYB.N0000,104.75,,,,0.0
